symbol,age,outcome,r,gross_r,cost_r
ENA/USDT,3,BE,0.039174940617574816,0.34285665083137107,0.30368171021379625
ENA/USDT,24,+1R,0.7085106382978692,1.0,0.29148936170213086
ENA/USDT,79,data_quality_ambiguous,,,0.2928571428571435
ENA/USDT,40,zone_not_touched,,,
ENA/USDT,24,BE,0.0420923327401988,0.3683894857651219,0.3262971530249231
ENA/USDT,7,+1R,0.7227929155313282,1.0,0.2772070844686718
ENA/USDT,38,+1R,0.7350797872340447,1.0,0.2649202127659554
ENA/USDT,291,BE,0.03800662499999102,0.33263162499998644,0.2946249999999954
ENA/USDT,4,data_quality_ambiguous,,,0.4327011776251437
ENA/USDT,129,data_quality_ambiguous,,,0.40693235572374553
ENA/USDT,26,+1R,0.6020032573289975,1.0,0.3979967426710025
ENA/USDT,24,SL,-1.6039678571428284,-1.2009892857142606,0.4029785714285679
ENA/USDT,1,SL,-1.6839374999999772,-1.2283124999999744,0.45562500000000283
ENA/USDT,98,+2R,1.5540990259740233,2.0,0.44590097402597684
ENA/USDT,20,+2R,1.4445230263157363,2.0,0.5554769736842637
ENA/USDT,613,+2R,1.6933130081300765,2.0,0.30668699186992343
EUL/USDT,6,SL,-1.1593602166276435,-1.0527867388758863,0.10657347775175724
EUL/USDT,11,BE,0.021238283540956943,0.18587614044758552,0.16463785690662858
EUL/USDT,30,+1R,0.7960621904237707,1.0,0.20393780957622934
EUL/USDT,125,BE,0.022297213826960927,0.19514383264071286,0.17284661881375193
EUL/USDT,9,+2R,1.6842299270073038,2.0,0.31577007299269627
EUL/USDT,44,SL,-1.6405404075896444,-1.213846802529897,0.42669360505974735
EUL/USDT,24,SL,-1.369061615320593,-1.1233538717735392,0.24570774354705394
EUL/USDT,78,+2R,1.7161382322713261,2.0,0.2838617677286738
EUL/USDT,28,+1R,0.698809154383248,1.0,0.3011908456167521
EUL/USDT,4,+2R,1.6593460490463272,2.0,0.34065395095367274
EUL/USDT,12,+2R,1.6583958333333138,2.0,0.3416041666666862
EUL/USDT,21,+2R,1.564445485200455,2.0,0.43555451479954505
EUL/USDT,17,+1R,0.803853017521085,1.0,0.196146982478915
EUL/USDT,567,SL,-1.4681275510204526,-1.1563758503401642,0.3117517006802883
EUL/USDT,2,BE,0.02744282915360513,0.24017793887147665,0.21273510971787152
EUL/USDT,696,data_quality_ambiguous,,,0.33536228225198544
EUL/USDT,1,SL,-1.4152244094488373,-1.138741469816278,0.27648293963255915
ZIL/USDT,1,+1R,0.8914071745562121,1.0,0.10859282544378787
ZIL/USDT,67,SL,-1.4011462984723935,-1.1340487661574583,0.2670975323149351
ZIL/USDT,2,BE,0.033223696406317615,0.29077173056394423,0.2575480341576266
ZIL/USDT,10,zone_not_touched,,,
ZIL/USDT,65,+2R,1.572561656584467,2.0,0.4274383434155331
ZIL/USDT,57,+2R,1.5372414355627748,2.0,0.46275856443722513
ZIL/USDT,43,zone_not_touched,,,
ZIL/USDT,28,SL,-1.6080471616972418,-1.2023490538990835,0.40569810779815835
ZIL/USDT,143,data_quality_ambiguous,,,0.4859045226130723
ZIL/USDT,3,BE,0.04461247181439787,0.3904455866544816,0.3458331148400837
ZIL/USDT,84,data_quality_ambiguous,,,0.4383304721029967
ZIL/USDT,93,BE,0.04913184857273112,0.4299988917722404,0.38086704319950926
ZIL/USDT,1,+2R,1.487506540551381,2.0,0.512493459448619
ZIL/USDT,26,+2R,1.4387729227982855,2.0,0.5612270772017144
ZIL/USDT,3,zone_not_touched,,,
ZIL/USDT,1,data_quality_ambiguous,,,0.3449832214765171
ZIL/USDT,16,BE,0.04536098130838512,0.39699649532706566,0.35163551401868054
ZIL/USDT,0,zone_not_touched,,,
ZIL/USDT,5,SL,-1.6936637010676043,-1.230887900355866,0.4627758007117384
ZIL/USDT,929,zone_not_touched,,,
ZIL/USDT,93,+2R,1.4806509433962232,2.0,0.519349056603777
ZIL/USDT,2,+2R,1.5439000000000087,2.0,0.4560999999999914
ZIL/USDT,47,SL,-1.7232083333333235,-1.241402777777747,0.4818055555555764
ZIL/USDT,437,BE,0.046243903796727104,0.40472377819012956,0.35847987439340245
ZIL/USDT,506,+1R,0.4843548387096359,1.0,0.5156451612903641
ZIL/USDT,607,SL,-1.5078597475455968,-1.1696199158485232,0.3382398316970735
UNI/USDT,0,+1R,0.6918500458417106,1.0,0.3081499541582894
UNI/USDT,242,data_quality_ambiguous,,,0.28002085626556844
UNI/USDT,53,+1R,0.6959184798957093,1.0,0.3040815201042907
UNI/USDT,108,+2R,1.691384380589187,2.0,0.30861561941081306
UNI/USDT,7,BE,0.0346431199418476,0.3031944373203001,0.2685513173784525
UNI/USDT,31,BE,0.033498548499782344,0.2931772190407709,0.25967867054098853
UNI/USDT,12,zone_not_touched,,,
UNI/USDT,4,SL,-1.4552781401123551,-1.1514260467041144,0.3038520934082407
UNI/USDT,28,data_quality_ambiguous,,,0.3515510348916557
UNI/USDT,4,BE,0.03922148016324223,0.3432639620488495,0.3040424818856073
UNI/USDT,48,zone_not_touched,,,
UNI/USDT,1,BE,0.05005541046209766,0.4380818481527566,0.3880264376906589
UNI/USDT,5,+1R,0.6134819545628916,1.0,0.3865180454371085
UNI/USDT,2,zone_not_touched,,,
UNI/USDT,58,+1R,0.6822813845325795,1.0,0.31771861546742053
UNI/USDT,4,SL,-1.621635891397724,-1.2075452971325629,0.41409059426516115
UNI/USDT,115,+2R,1.5544397023857097,2.0,0.4455602976142903
UNI/USDT,1004,+1R,0.7651000037686486,1.0,0.23489999623135138
LINK/USDT,4,BE,0.050947614805317176,0.44589036523395426,0.3949427504286371
LINK/USDT,45,BE,0.053530082465099105,0.46849196203970117,0.41496187957460207
LINK/USDT,24,+1R,0.5038550960676055,1.0,0.4961449039323945
LINK/USDT,13,data_quality_ambiguous,,,0.46969275649118686
LINK/USDT,19,+1R,0.519841097773813,1.0,0.4801589022261869
LINK/USDT,38,SL,-1.6919435013804778,-1.2303145004601561,0.4616290009203217
LINK/USDT,14,zone_not_touched,,,
LINK/USDT,9,data_quality_ambiguous,,,0.4612043666603335
LINK/USDT,139,data_quality_ambiguous,,,0.4665676716852231
LINK/USDT,5,+2R,1.5307136712941778,2.0,0.46928632870582226
LINK/USDT,71,SL,-1.714385572451929,-1.2384618574839552,0.4759237149679738
LINK/USDT,5,data_quality_ambiguous,,,0.6047311033883706
LINK/USDT,556,BE,0.0529570348232129,0.463476684615531,0.4105196497923181
LINK/USDT,12,data_quality_ambiguous,,,0.42304942503587445
LINK/USDT,19,data_quality_ambiguous,,,0.3828237767163335
LINK/USDT,7,SL,-1.692984948052397,-1.2313283160174393,0.4616566320349577
LINK/USDT,6,zone_not_touched,,,
LINK/USDT,9,+2R,1.5465127478484446,2.0,0.45348725215155533
LINK/USDT,48,+1R,0.5337622896930766,1.0,0.4662377103069234
LINK/USDT,192,data_quality_ambiguous,,,0.38524554923456
LINK/USDT,15,+2R,1.6977352556740266,2.0,0.3022647443259733
TAO/USDT,25,zone_not_touched,,,
TAO/USDT,39,data_quality_ambiguous,,,0.45218434168628036
TAO/USDT,0,+1R,0.6275570116398687,1.0,0.37244298836013134
TAO/USDT,13,BE,0.04574125099801313,0.400324592067888,0.3545833410698749
TAO/USDT,47,+2R,1.6617463350239472,2.0,0.33825366497605275
TAO/USDT,140,SL,-1.5586923474664416,-1.1865641158221552,0.3721282316442865
TAO/USDT,107,BE,0.04649727926058822,0.40694130453643973,0.3604440252758515
TAO/USDT,52,BE,0.05421667395627916,0.4745009681908781,0.42028429423459895
TAO/USDT,16,BE,0.04840769020330887,0.4236611026320305,0.3752534124287216
TAO/USDT,115,BE,0.04931702916161007,0.4316195808019609,0.3823025516403508
TAO/USDT,19,+2R,1.5783394626313612,2.0,0.4216605373686388
TAO/USDT,64,BE,0.04644077968149646,0.4064468237241941,0.36000604404269765
TAO/USDT,0,+1R,0.6083954328095794,1.0,0.3916045671904206
TAO/USDT,37,BE,0.05383854533435761,0.47119160994185716,0.41735306460749955
TAO/USDT,3,+2R,1.5263073487616454,2.0,0.4736926512383545
TAO/USDT,13,BE,0.05693693266832811,0.49830850374064767,0.44137157107231956
TAO/USDT,21,SL,-1.8727059516004205,-1.290568650533499,0.5821373010669216
TAO/USDT,648,data_quality_ambiguous,,,0.44681432267166504
TAO/USDT,4,BE,0.03930147566965503,0.34396407776001325,0.3046626020903582
TAO/USDT,3,+2R,1.755006667366641,2.0,0.24499333263335907
AVAX/USDT,21,zone_not_touched,,,
AVAX/USDT,0,+1R,0.6403914886766048,1.0,0.3596085113233952
AVAX/USDT,10,SL,-1.6110685730150163,-1.2033561910050197,0.4077123820099966
AVAX/USDT,28,data_quality_ambiguous,,,0.4387452741021043
AVAX/USDT,200,BE,0.0553581901654695,0.4844914472622118,0.4291332570967423
AVAX/USDT,3,SL,-1.848952515668602,-1.283317505222873,0.5656350104457291
AVAX/USDT,77,zone_not_touched,,,
AVAX/USDT,0,BE,0.0533280763531081,0.46672401707476996,0.41339594072166186
AVAX/USDT,22,+2R,1.535583787270604,2.0,0.464416212729396
AVAX/USDT,0,SL,-1.6100653155979334,-1.203021771865978,0.4070435437319555
AVAX/USDT,137,SL,-1.59984841657675,-1.199616138858905,0.40023227771784486
AVAX/USDT,16,+1R,0.474941249999981,1.0,0.525058750000019
AVAX/USDT,18,+2R,1.5184857273698653,2.0,0.48151427263013474
AVAX/USDT,2,+2R,1.4516791172934411,2.0,0.5483208827065589
AVAX/USDT,782,data_quality_ambiguous,,,0.3952929842457402
AVAX/USDT,2,+1R,0.6882676056337947,1.0,0.31173239436620526
AVAX/USDT,7,+1R,0.7176036340898184,1.0,0.2823963659101816
LTC/USDT,1,SL,-1.6992941960320027,-1.2327647320106727,0.4665294640213299
LTC/USDT,10,SL,-1.728570125242964,-1.242523375080994,0.4860467501619699
LTC/USDT,26,zone_not_touched,,,
LTC/USDT,24,zone_not_touched,,,
LTC/USDT,3,+2R,1.4939117414397116,2.0,0.5060882585602883
LTC/USDT,1,+2R,1.4881963238610534,2.0,0.5118036761389465
LTC/USDT,0,+1R,0.45765391115406107,1.0,0.5423460888459389
LTC/USDT,8,+2R,1.4466676832987564,2.0,0.5533323167012435
LTC/USDT,0,+1R,0.4446993670885716,1.0,0.5553006329114284
LTC/USDT,43,zone_not_touched,,,
LTC/USDT,0,SL,-1.954237644151653,-1.3184125480505418,0.635825096101111
LTC/USDT,8,+2R,1.4288094937507618,2.0,0.5711905062492382
LTC/USDT,27,+2R,1.436187175043308,2.0,0.563812824956692
LTC/USDT,3,+1R,0.419574851842332,1.0,0.580425148157668
LTC/USDT,10,+1R,0.42477393281127107,1.0,0.5752260671887289
LTC/USDT,294,data_quality_ambiguous,,,0.5438688524590287
LTC/USDT,614,SL,-1.7734482391870363,-1.257482746395697,0.5159654927913393
LTC/USDT,0,+1R,0.442752432705669,1.0,0.557247567294331
LTC/USDT,1,zone_not_touched,,,
LTC/USDT,0,SL,-2.034485102420934,-1.3451617008070043,0.6893234016139299
LTC/USDT,34,+2R,1.3499446902654704,2.0,0.6500553097345295
LTC/USDT,84,zone_not_touched,,,
LTC/USDT,16,+2R,1.3885384083045313,2.0,0.6114615916954687
LTC/USDT,284,+2R,1.4364971221220815,2.0,0.5635028778779186
LA/USDT,48,zone_not_touched,,,
LA/USDT,51,data_quality_ambiguous,,,0.3354699842022232
LA/USDT,2,SL,-1.3787608247423022,-1.1265869415807777,0.25217388316152445
LA/USDT,24,SL,-1.478387108368767,-1.1591290361229203,0.31925807224584657
LA/USDT,83,SL,-1.3532467339399943,-1.1174155779799944,0.23583115596
LA/USDT,293,+1R,0.7777697858582042,1.0,0.22223021414179572
LA/USDT,5,BE,0.04872191960326089,0.426411218853319,0.3776892992500581
LA/USDT,8,BE,0.05085507870102246,0.44508049498800395,0.3942254162869815
LA/USDT,0,BE,0.05464679873219341,0.478265393555244,0.4236185948230506
LA/USDT,2,zone_not_touched,,,
LA/USDT,4,zone_not_touched,,,
LA/USDT,2,SL,-1.6157923692360376,-1.2049307897453414,0.41086157949069635
LA/USDT,63,data_quality_ambiguous,,,0.406883509224223
LA/USDT,114,SL,-1.429311999555194,-1.143437333185077,0.28587466637011694
LA/USDT,167,SL,-1.5109741685502482,-1.1706580561834221,0.3403161123668262
LA/USDT,122,Pending,,,
BNB/USDT,22,+2R,1.423430639586,2.0,0.5765693604140001
BNB/USDT,12,data_quality_ambiguous,,,0.5260038409121598
BNB/USDT,0,+2R,1.3966602672618955,2.0,0.6033397327381044
BNB/USDT,5,SL,-1.9089788263763796,-1.3033262754587673,0.6056525509176124
BNB/USDT,22,zone_not_touched,,,
BNB/USDT,30,SL,-1.9181064086499142,-1.3063688028832727,0.6117376057666414
BNB/USDT,0,zone_not_touched,,,
BNB/USDT,231,zone_not_touched,,,
BNB/USDT,12,SL,-1.7962056347141142,-1.265068544904697,0.5311370898094173
BNB/USDT,121,+1R,0.40729176824233493,1.0,0.5927082317576651
BNB/USDT,22,zone_not_touched,,,
BNB/USDT,102,SL,-1.834046786079814,-1.2783489286933,0.555697857386514
BNB/USDT,1,zone_not_touched,,,
BNB/USDT,1,zone_not_touched,,,
BNB/USDT,2,zone_not_touched,,,
BNB/USDT,33,+2R,1.3979188728287324,2.0,0.6020811271712676
BNB/USDT,11,SL,-1.9199864445481531,-1.3069954815160154,0.6129909630321377
BNB/USDT,24,+2R,1.448817008072497,2.0,0.551182991927503
BNB/USDT,88,+2R,1.4069351386111397,2.0,0.5930648613888602
BNB/USDT,0,SL,-1.9767744787361194,-1.3259248262453667,0.6508496524907529
BNB/USDT,0,+1R,0.34254431794363294,1.0,0.6574556820563671
BNB/USDT,0,zone_not_touched,,,
BNB/USDT,101,data_quality_ambiguous,,,0.6312663474370104
BNB/USDT,39,zone_not_touched,,,
BNB/USDT,56,+1R,0.2735674391463727,1.0,0.7264325608536273
BNB/USDT,10,zone_not_touched,,,
BNB/USDT,356,+2R,1.4254989897397818,2.0,0.5745010102602183
BNB/USDT,16,data_quality_ambiguous,,,0.39610831810933167
BNB/USDT,12,Pending,,,
OP/USDT,15,data_quality_ambiguous,,,0.3794757709251018
OP/USDT,44,+1R,0.6026013195099142,1.0,0.39739868049008575
OP/USDT,49,zone_not_touched,,,
OP/USDT,3,+1R,0.5386307938199228,1.0,0.4613692061800771
OP/USDT,152,+2R,1.5753703703703357,2.0,0.4246296296296643
OP/USDT,193,SL,-1.5769967741935287,-1.1926655913978241,0.3843311827957045
OP/USDT,1,+2R,1.5159670329670372,2.0,0.4840329670329628
OP/USDT,32,SL,-1.7058891906571936,-1.2349630635523758,0.4709261271048178
OP/USDT,7,zone_not_touched,,,
OP/USDT,260,+1R,0.5476979324255826,1.0,0.4523020675744174
OP/USDT,526,data_quality_ambiguous,,,0.35904347826088473
OP/USDT,10,+1R,0.5523095703124805,1.0,0.4476904296875195
OP/USDT,7,data_quality_ambiguous,,,0.40614727608495416
OP/USDT,25,BE,0.052189470198704624,0.4567590066225448,0.4045695364238402
OP/USDT,165,BE,0.051061139240515585,0.446883924050643,0.3958227848101274
OP/USDT,6,zone_not_touched,,,
OP/USDT,4,SL,-1.685097826086948,-1.2280326086956341,0.45706521739131395
OP/USDT,36,zone_not_touched,,,
OP/USDT,0,SL,-1.497609375000036,-1.1662031250000264,0.33140625000000973
OP/USDT,4,SL,-1.5244984059511375,-1.1751661353170422,0.3493322706340954
INJ/USDT,0,data_quality_ambiguous,,,0.3298886053248596
INJ/USDT,3,BE,0.04822067123287188,0.4220243242009358,0.3738036529680639
INJ/USDT,24,data_quality_ambiguous,,,0.4020179499675516
INJ/USDT,5,data_quality_ambiguous,,,0.42269649540662924
INJ/USDT,8,zone_not_touched,,,
INJ/USDT,52,+2R,1.5922548124792772,2.0,0.40774518752072264
INJ/USDT,3,SL,-1.715044453109741,-1.2380148177032442,0.477029635406497
INJ/USDT,146,+1R,0.595297946920371,1.0,0.404702053079629
INJ/USDT,8,+2R,1.5535719536849686,2.0,0.44642804631503147
INJ/USDT,4,BE,0.05343536349746714,0.46766298750896035,0.4142276240114932
INJ/USDT,50,data_quality_ambiguous,,,0.3817600413721808
INJ/USDT,26,SL,-1.6738891908213145,-1.2249630636071311,0.4489261272141833
INJ/USDT,61,data_quality_ambiguous,,,0.4429744525547701
INJ/USDT,34,+1R,0.5302998004830275,1.0,0.46970019951697245
INJ/USDT,0,SL,-1.6134098877655185,-1.204136629255199,0.40927325851031965
INJ/USDT,7,SL,-1.5693794232203848,-1.189459807740151,0.3799196154802338
INJ/USDT,42,zone_not_touched,,,
INJ/USDT,3,zone_not_touched,,,
INJ/USDT,10,SL,-1.7036334688347392,-1.234877822944887,0.46875564588985236
INJ/USDT,2,zone_not_touched,,,
INJ/USDT,3,+1R,0.5582400413864474,1.0,0.4417599586135525
INJ/USDT,746,SL,-1.6624875432219928,-1.2211625144073481,0.4413250288146445
FARTCOIN/USDT,43,+1R,0.7099675324675379,1.0,0.29003246753246215
FARTCOIN/USDT,27,+2R,1.6456221461187082,2.0,0.3543778538812919
FARTCOIN/USDT,5,data_quality_ambiguous,,,0.3838065326633376
FARTCOIN/USDT,36,SL,-1.612067505720816,-1.204355835240264,0.4077116704805522
FARTCOIN/USDT,153,+1R,0.6943983050847227,1.0,0.3056016949152773
FARTCOIN/USDT,18,SL,-1.5098596377749327,-1.1702865459249834,0.33957309184994927
FARTCOIN/USDT,5,SL,-1.5866732824427423,-1.195224427480887,0.3914488549618552
FARTCOIN/USDT,21,zone_not_touched,,,
FARTCOIN/USDT,2,+1R,0.6456951219512274,1.0,0.35430487804877264
FARTCOIN/USDT,0,BE,0.046328037735839045,0.4054601132075542,0.35913207547171516
FARTCOIN/USDT,6,BE,0.04733409207164718,0.4142650383632195,0.3669309462915723
FARTCOIN/USDT,28,SL,-1.5975678252846146,-1.1995226084282222,0.39804521685639227
FARTCOIN/USDT,85,+2R,1.6223982808022794,2.0,0.3776017191977205
FARTCOIN/USDT,20,zone_not_touched,,,
FARTCOIN/USDT,0,zone_not_touched,,,
FARTCOIN/USDT,422,+2R,1.6633716985703804,2.0,0.33662830142961964
FARTCOIN/USDT,43,BE,0.041543265306146715,0.36358408163269806,0.32204081632655135
FARTCOIN/USDT,0,BE,0.04918032279146484,0.43042313512812586,0.381242812336661
FARTCOIN/USDT,151,SL,-1.5477922535211144,-1.1822640845070356,0.36552816901407886
FARTCOIN/USDT,1,SL,-1.5133860072376693,-1.171462002412566,0.3419240048251033
FARTCOIN/USDT,1,data_quality_ambiguous,,,0.3512037037037225
FARTCOIN/USDT,15,BE,0.02937932960894951,0.2571260707635213,0.22774674115457177
GRAM/USDT,27,data_quality_ambiguous,,,0.4233036459782961
GRAM/USDT,10,+1R,0.5860456110155023,1.0,0.41395438898449766
GRAM/USDT,13,BE,0.04639494366547564,0.4060456697546246,0.35965072608914894
GRAM/USDT,15,SL,-1.5222173913043322,-1.1737391304347715,0.34847826086956074
GRAM/USDT,72,data_quality_ambiguous,,,0.31185005636978813
GRAM/USDT,61,+1R,0.5486465324384376,1.0,0.45135346756156236
GRAM/USDT,1,zone_not_touched,,,
GRAM/USDT,3,zone_not_touched,,,
GRAM/USDT,3,+1R,0.6015977719144008,1.0,0.39840222808559916
GRAM/USDT,37,BE,0.052597350272234056,0.46032874773139537,0.4077313974591613
GRAM/USDT,98,SL,-1.6008527190332584,-1.1999509063444276,0.4009018126888309
GRAM/USDT,144,+2R,1.521790446304023,2.0,0.47820955369597695
GRAM/USDT,3,+2R,1.5038096987508984,2.0,0.49619030124910146
GRAM/USDT,70,+2R,1.494948747152582,2.0,0.5050512528474181
GRAM/USDT,0,zone_not_touched,,,
GRAM/USDT,378,SL,-1.7362714552238676,-1.2450904850746167,0.4911809701492509
GRAM/USDT,2,+1R,0.49623026569117445,1.0,0.5037697343088255
GRAM/USDT,6,zone_not_touched,,,
GRAM/USDT,3,BE,0.05449458399743118,0.4769332196365842,0.422438635639153
GRAM/USDT,649,SL,-1.6988983983984172,-1.2332994661328052,0.4655989322656119
GRAM/USDT,817,+2R,1.5290241882041031,2.0,0.47097581179589676
GRAM/USDT,17,+1R,0.6523187223128925,1.0,0.34768127768710755
GRAM/USDT,1,Pending,,,
XPL/USDT,67,SL,-1.4370890868596582,-1.1453630289532026,0.29172605790645556
XPL/USDT,2,SL,-1.4275998134328667,-1.1428666044776328,0.284733208955234
XPL/USDT,61,BE,0.03493357664230956,0.3057364963503285,0.27080291970801895
XPL/USDT,13,data_quality_ambiguous,,,0.3771758569299526
XPL/USDT,0,data_quality_ambiguous,,,0.45362813777003297
XPL/USDT,219,data_quality_ambiguous,,,0.3164000805801899
XPL/USDT,10,+1R,0.6050709579320781,1.0,0.3949290420679219
XPL/USDT,26,BE,0.04096966224617449,0.3585639432242286,0.3175942809780541
XPL/USDT,133,BE,0.04302214824123296,0.3765271733668648,0.33350502512563185
XPL/USDT,26,SL,-1.5772707340323946,-1.192756911344113,0.38451382268828166
XPL/USDT,31,data_quality_ambiguous,,,0.32663849154746377
XPL/USDT,53,BE,0.04829437499997591,0.4226693749999917,0.3743750000000158
XPL/USDT,1,data_quality_ambiguous,,,0.38552475247525925
XPL/USDT,34,+2R,1.6201530612244752,2.0,0.3798469387755247
XPL/USDT,2,zone_not_touched,,,
XPL/USDT,41,+2R,1.6082025316455484,2.0,0.39179746835445156
XPL/USDT,27,zone_not_touched,,,
XPL/USDT,12,BE,0.04869430376613687,0.42616952675922165,0.3774752229930848
XPL/USDT,42,data_quality_ambiguous,,,0.39612474437629797
XPL/USDT,408,+1R,0.6666453608247322,1.0,0.3333546391752678
XPL/USDT,2,Pending,,,
ESPORTS/USDT,20,SL,-1.170904275092934,-1.0566347583643088,0.1142695167286252
ESPORTS/USDT,11,data_quality_ambiguous,,,0.06387906647807645
ESPORTS/USDT,25,BE,0.01591477435529949,0.13928511819484093,0.12337034383954144
ESPORTS/USDT,8,+1R,0.8436457260556144,1.0,0.1563542739443856
XLM/USDT,2,BE,0.05318679236279017,0.4654875083532683,0.41230071599047813
XLM/USDT,2,zone_not_touched,,,
XLM/USDT,30,zone_not_touched,,,
XLM/USDT,3,SL,-1.7102677876597987,-1.2364225958866193,0.4738451917731795
XLM/USDT,171,SL,-1.6176801505174159,-1.206226716839134,0.4114534336782819
XLM/USDT,3,zone_not_touched,,,
XLM/USDT,6,SL,-1.787574261992625,-1.262191420664208,0.525382841328417
XLM/USDT,5,SL,-1.7838465909090326,-1.2609488636363202,0.5228977272727124
XLM/USDT,265,data_quality_ambiguous,,,0.40399210903873034
XLM/USDT,8,zone_not_touched,,,
XLM/USDT,1,+2R,1.5268421052631247,2.0,0.4731578947368753
XLM/USDT,26,+1R,0.5699716752090658,1.0,0.4300283247909343
XLM/USDT,1,zone_not_touched,,,
XLM/USDT,6,SL,-1.850481487949668,-1.2831604959832332,0.5673209919664349
XLM/USDT,0,+1R,0.39581300813004094,1.0,0.6041869918699591
XLM/USDT,49,+1R,0.4576086224317749,1.0,0.5423913775682251
XLM/USDT,4,+1R,0.5710891357355536,1.0,0.4289108642644463
XLM/USDT,148,data_quality_ambiguous,,,0.48941387933727487
XLM/USDT,5,zone_not_touched,,,
XLM/USDT,827,+1R,0.4853955464400652,1.0,0.5146044535599348
XLM/USDT,19,data_quality_ambiguous,,,0.2756300403225981
XLM/USDT,57,Pending,,,
ASTER/USDT,34,SL,-2.066797243421842,-1.355265747807297,0.7115314956145452
ASTER/USDT,0,+2R,1.4448988052780918,2.0,0.5551011947219082
ASTER/USDT,37,SL,-1.7202144383757378,-1.2404048127918947,0.4798096255838432
ASTER/USDT,30,zone_not_touched,,,
ASTER/USDT,54,+1R,0.4545486111110668,1.0,0.5454513888889332
ASTER/USDT,2,zone_not_touched,,,
ASTER/USDT,44,+1R,0.3292035153658497,1.0,0.6707964846341503
ASTER/USDT,198,zone_not_touched,,,
ASTER/USDT,6,zone_not_touched,,,
ASTER/USDT,15,zone_not_touched,,,
ASTER/USDT,0,zone_not_touched,,,
ASTER/USDT,4,+2R,1.3992691507282968,2.0,0.6007308492717033
ASTER/USDT,5,zone_not_touched,,,
ASTER/USDT,29,+2R,1.3117794100899611,2.0,0.6882205899100388
ASTER/USDT,0,zone_not_touched,,,
ASTER/USDT,23,zone_not_touched,,,
ASTER/USDT,27,zone_not_touched,,,
ASTER/USDT,220,+2R,1.3372008080367053,2.0,0.6627991919632946
ASTER/USDT,6,zone_not_touched,,,
ASTER/USDT,0,+2R,1.3027448813401261,2.0,0.6972551186598739
ASTER/USDT,1,+2R,1.7292290813341098,2.0,0.2707709186658902
ASTER/USDT,17,+1R,0.746526844384694,1.0,0.2534731556153061
ZAMA/USDT,1,BE,0.015951699727552365,0.13960828676288156,0.1236565870353292
ZAMA/USDT,5,BE,0.02030116421569561,0.17767453022876703,0.15737336601307142
ZAMA/USDT,1,+2R,1.7015306802350227,2.0,0.29846931976497726
ZAMA/USDT,0,SL,-1.4779976254864289,-1.1589992084954723,0.31899841699095655
ZAMA/USDT,141,+2R,1.7435105551211785,2.0,0.2564894448788215
ZAMA/USDT,78,+2R,1.7479848547503352,2.0,0.25201514524966473
ZAMA/USDT,5,+2R,1.6481268425707345,2.0,0.35187315742926556
ZAMA/USDT,150,+2R,1.6606113233761484,2.0,0.3393886766238516
ZAMA/USDT,25,+2R,1.6626993392070557,2.0,0.3373006607929442
ZAMA/USDT,23,+2R,1.6951388888888779,2.0,0.3048611111111221
ZAMA/USDT,2,+1R,0.6774574266792636,1.0,0.32254257332073644
ZAMA/USDT,18,BE,0.04091924542990355,0.35812269837506133,0.3172034529451578
ZAMA/USDT,7,SL,-1.5577057799442953,-1.1862352599814232,0.37147051996287206
ZAMA/USDT,232,zone_not_touched,,,
ZAMA/USDT,11,BE,0.04728142473838781,0.41380409712906074,0.36652267239067293
ZAMA/USDT,5,SL,-1.576816404051752,-1.1919388013505765,0.3848776027011756
ZAMA/USDT,12,+2R,1.733227296961089,2.0,0.26677270303891104
ZAMA/USDT,53,+1R,0.6246745822339428,1.0,0.37532541776605716
ZAMA/USDT,726,+2R,1.7119600020996135,2.0,0.2880399979003864
ZAMA/USDT,16,Pending,,,
