symbol,age,outcome,r,gross_r,cost_r
COALINDIA.NS,2,+2R,1.5411241979442742,2.0,0.4588758020557257
COALINDIA.NS,73,+1R,0.4897532080122987,1.0,0.5102467919877013
COALINDIA.NS,42,zone_not_touched,,,
COALINDIA.NS,1,zone_not_touched,,,
COALINDIA.NS,0,Neither,0.012111133239083416,0.5719090721631325,0.559797938924049
COALINDIA.NS,33,zone_not_touched,,,
COALINDIA.NS,11,SL,-1.7409379709287842,-1.2366842517366647,0.5042537191921196
COALINDIA.NS,26,+1R,0.46423957205740807,1.0,0.5357604279425919
COALINDIA.NS,6,SL,-1.8469119948974806,-1.2705850911380163,0.5763269037594643
COALINDIA.NS,135,+1R,0.5353484532482169,1.0,0.46465154675178305
TECHM.NS,6,BE,0.04700493863833355,0.4117220902628803,0.36471715162454676
TECHM.NS,2,SL,-1.5442017015233163,-1.1737487848762853,0.370452916647031
TECHM.NS,5,BE,0.04872741040250933,0.4268094341824257,0.37808202377991634
TECHM.NS,1,BE,0.049476314340281824,0.4333691767032355,0.38389286236295367
TECHM.NS,45,BE,0.047840875793658255,0.41904416753569956,0.3712032917420413
TECHM.NS,13,+1R,0.6016222536252447,1.0,0.39837774637475526
TECHM.NS,279,+2R,1.6260898576535179,2.0,0.3739101423464821
TECHM.NS,22,+1R,0.6058401221101264,1.0,0.39415987788987367
TECHM.NS,3,+1R,0.6423532062508988,1.0,0.3576467937491013
TECHM.NS,0,BE,0.04864757637087558,0.4261101579929228,0.3774625816220472
TECHM.NS,4,SL,-1.6236045335012712,-1.1991495628602793,0.4244549706409919
TECHM.NS,4,BE,0.05510290900147735,0.4826532175312668,0.4275503085297894
TECHM.NS,33,BE,0.0537920742689979,0.47117145345097033,0.41737937918197243
TECHM.NS,3,zone_not_touched,,,
TECHM.NS,123,zone_not_touched,,,
TECHM.NS,6,+2R,1.513142826732779,2.0,0.48685717326722117
ADANIPORTS.NS,4,SL,-1.685623365850864,-1.2189892405153069,0.46663412533555704
ADANIPORTS.NS,87,+1R,0.5976190290859807,1.0,0.40238097091401925
ADANIPORTS.NS,9,BE,0.056989521367605045,0.4991782893513413,0.44218876798373624
ADANIPORTS.NS,10,+1R,0.562325230496179,1.0,0.437674769503821
ADANIPORTS.NS,42,+1R,0.5618289896267339,1.0,0.4381710103732661
ADANIPORTS.NS,110,+2R,1.5546326344230028,2.0,0.4453673655769973
ADANIPORTS.NS,233,SL,-1.6430740774073467,-1.2053778238666972,0.4376962535406494
ADANIPORTS.NS,5,+1R,0.5556000563195503,1.0,0.44439994368044966
ADANIPORTS.NS,3,BE,0.052888547270004305,0.4632573483503612,0.4103688010803569
ADANIPORTS.NS,5,SL,-1.687391054628776,-1.2195547199708217,0.46783633465795427
ADANIPORTS.NS,96,BE,0.05137478757036518,0.44999813930261023,0.39862335173224506
ADANIPORTS.NS,1,+2R,1.4906484070756418,2.0,0.5093515929243583
ADANIPORTS.NS,2,+2R,1.4742993994689257,2.0,0.5257006005310743
ADANIPORTS.NS,25,SL,-1.793453048650825,-1.254163803151246,0.5392892454995789
ADANIPORTS.NS,0,zone_not_touched,,,
JSWSTEEL.NS,1,zone_not_touched,,,
JSWSTEEL.NS,0,+1R,0.4771719845562311,1.0,0.5228280154437689
JSWSTEEL.NS,50,+1R,0.5469957509608214,1.0,0.4530042490391786
JSWSTEEL.NS,127,BE,0.056726836841932526,0.49687740299512195,0.4401505661531894
JSWSTEEL.NS,6,zone_not_touched,,,
JSWSTEEL.NS,65,data_quality_ambiguous,,,0.4742529928526735
JSWSTEEL.NS,0,SL,-1.661416385982626,-1.2119255873265027,0.44949079865612335
JSWSTEEL.NS,22,+1R,0.5361114999115799,1.0,0.4638885000884201
JSWSTEEL.NS,60,Neither,-0.6072108534326073,-0.13136553665833328,0.47584531677427405
JSWSTEEL.NS,0,+2R,1.504286596037854,2.0,0.4957134039621461
JSWSTEEL.NS,468,BE,0.05693627959216857,0.4987119380334525,0.4417756584412839
JSWSTEEL.NS,10,SL,-1.7090677088260606,-1.2264890303346447,0.48257867849141595
JSWSTEEL.NS,6,Neither,-0.03810547438431122,0.4787114415381005,0.5168169159224117
JSWSTEEL.NS,0,+1R,0.46422862296905953,1.0,0.5357713770309405
JSWSTEEL.NS,16,zone_not_touched,,,
GRASIM.NS,50,zone_not_touched,,,
GRASIM.NS,40,data_quality_ambiguous,,,0.4919679249320445
GRASIM.NS,120,+2R,1.5348732001717496,2.0,0.46512679982825056
GRASIM.NS,0,+2R,1.533337015794347,2.0,0.46666298420565305
GRASIM.NS,8,+2R,1.5113476414023843,2.0,0.4886523585976156
GRASIM.NS,15,zone_not_touched,,,
GRASIM.NS,39,+1R,0.539508019692116,1.0,0.460491980307884
GRASIM.NS,1,zone_not_touched,,,
GRASIM.NS,7,zone_not_touched,,,
GRASIM.NS,33,+1R,0.4814149735357768,1.0,0.5185850264642232
GRASIM.NS,0,BE,0.05349399017782741,0.46856049790793586,0.41506650773010845
GRASIM.NS,3,+2R,1.523114662596336,2.0,0.4768853374036639
DRREDDY.NS,53,+2R,1.5535153939049975,2.0,0.44648460609500257
DRREDDY.NS,62,+2R,1.5448015397362407,2.0,0.4551984602637593
DRREDDY.NS,16,SL,-1.7334096135759347,-1.2349560504081765,0.4984535631677582
DRREDDY.NS,39,+1R,0.5678740306703502,1.0,0.43212596932964975
DRREDDY.NS,46,zone_not_touched,,,
DRREDDY.NS,13,zone_not_touched,,,
DRREDDY.NS,2,zone_not_touched,,,
DRREDDY.NS,0,+1R,0.5396482428848055,1.0,0.46035175711519444
DRREDDY.NS,71,data_quality_ambiguous,,,0.39856461493250017
DRREDDY.NS,13,zone_not_touched,,,
DRREDDY.NS,56,+2R,1.5431447264925113,2.0,0.4568552735074887
DRREDDY.NS,8,+1R,0.4973704875204963,1.0,0.5026295124795037
DRREDDY.NS,13,Neither,-1.1060063622209244,-0.6237608014047311,0.48224556081619335
CIPLA.NS,49,+1R,0.5441690182838155,1.0,0.4558309817161846
CIPLA.NS,136,+1R,0.5701593288364099,1.0,0.42984067116359015
CIPLA.NS,8,+1R,0.5397583927934925,1.0,0.46024160720650753
CIPLA.NS,9,+2R,1.5312219890436056,2.0,0.4687780109563943
CIPLA.NS,48,zone_not_touched,,,
CIPLA.NS,118,zone_not_touched,,,
CIPLA.NS,27,+2R,1.5197854367608494,2.0,0.4802145632391507
CIPLA.NS,2,+1R,0.5014802157245508,1.0,0.4985197842754492
CIPLA.NS,24,+2R,1.506351530640468,2.0,0.4936484693595321
